tweet,text_clean,polarity_score,polarity
"aku tambahin ya😉. yang penting ada kajian strategis dan juga ada lahan penggantinya untuk budi daya pertanian, soalnya kalo alih fungsi lahan terus dilakukan tuh sayang aja tiap tahunnya kita kehilangan &gt; 60.000 hektare lahan pertanian",aku tambahin ya😉 yang penting ada kajian strategis dan juga ada lahan penggantinya untuk budi daya pertanian soalnya kalo alih fungsi lahan terus dilakukan tuh sayang aja tiap tahunnya kita kehilangan gt  hektare lahan pertanian,12,positive
"Padahal Mas Farid @faridgaban mengajak melihat kondisi masalah perdesaan secara fundamentalnya termasuk pertanian sbg kebutuhan dasar.Itu blm termasuk masalah kusus, spt; alih-fungsi lahan produktif &amp; perampasan tanah.Jawabanya malah penghakiman ""Antek imperialis pengetahuan""",padahal mas farid  mengajak melihat kondisi masalah perdesaan secara fundamentalnya termasuk pertanian sbg kebutuhan dasaritu blm termasuk masalah kusus spt alihfungsi lahan produktif amp perampasan tanahjawabanya malah penghakiman antek imperialis pengetahuan,-1,negative
"@ganjarpranowo Mantap..yg penting tdk ada alih fungsi lahan pertanian,atau alih fungsi lahan pertaniannya diupayakan seminimal mungkin.",mantapyg penting tdk ada alih fungsi lahan pertanianatau alih fungsi lahan pertaniannya diupayakan seminimal mungkin,-1,negative
"Pada saat yang sama, lahan yang ada semakin mengecil karena alih fungsi lahan pertanian menjadi kawasan pabrik atau pembangunan perkotaan. #LaNyalla #LaNyallaAcademia",pada saat yang sama lahan yang ada semakin mengecil karena alih fungsi lahan pertanian menjadi kawasan pabrik atau pembangunan perkotaan,-4,negative
"akeh seng riset beralih fungsinya lahan pertanian ndek sudimoro, padahal ndek suhat dan sekitar iku wes puluhan tahun mengalami alih fungsi lahan..",akeh seng riset beralih fungsinya lahan pertanian ndek sudimoro padahal ndek suhat dan sekitar iku wes puluhan tahun mengalami alih fungsi lahan,-2,negative
"Gianyar Hadapi Tingginya Alih Fungsi Lahan Pertanian, Kini semuanya jadi penyesalan di masa pandemi,,,. Nasi telah jadi bubur,, mungkinkah alih fungsi sarana wisata jadi lahan pertanian,,, ??? @balipostcom @BaleBengong @punapibali @punapitabanan @DiskominfosBali",gianyar hadapi tingginya alih fungsi lahan pertanian kini semuanya jadi penyesalan di masa pandemi nasi telah jadi bubur mungkinkah alih fungsi sarana wisata jadi lahan pertanian,3,positive
"Menurut Hendra Gunawan, semakin mengecilnya hutan di Pulau Jawa, yakni pulau dengan penduduk terpadat di Indonesia, karena beberapa sebab, di antaranya alih fungsi hutan untuk lahan pertanian, pemukiman, industri, infrastruktur, kawasan komersial, dan sebagainya.",menurut hendra gunawan semakin mengecilnya hutan di pulau jawa yakni pulau dengan penduduk terpadat di indonesia karena beberapa sebab di antaranya alih fungsi hutan untuk lahan pertanian pemukiman industri infrastruktur kawasan komersial dan sebagainya,7,positive
"Faktor terbesar, menurut pantauan Bappenas, adalah alih fungsi lahan. Luasan lahan pertanian secara nasional terus menurun, berubah menjadi lahan sawit, pabrik, perumahan, dan berbagai fungsi lainnya.",faktor terbesar menurut pantauan bappenas adalah alih fungsi lahan luasan lahan pertanian secara nasional terus menurun berubah menjadi lahan sawit pabrik perumahan dan berbagai fungsi lainnya,9,positive
"@faldam @IskakWahyudi1 Alih fungsi lahan yang positif, menjadi lahan pertanian",alih fungsi lahan yang positif menjadi lahan pertanian,3,positive
"@dutaMasarya Apalagi g didukung UU pertanahan yg membuat alih fungsi lahan pertanian makin masive di banyak daerah. Swasembada beras/ produk pertanian, lama2 hanya jargon saat kampanye",apalagi g didukung uu pertanahan yg membuat alih fungsi lahan pertanian makin masive di banyak daerah swasembada beras produk pertanian lama hanya jargon saat kampanye,9,positive
"Misal, Smart farming di dorong, tapi alih fungsi lahan pertanian berjalan seiringan. Apa yg harus dilakukan mas bud?",misal smart farming di dorong tapi alih fungsi lahan pertanian berjalan seiringan apa yg harus dilakukan mas bud,0,neutral
"Pertanian tetap menjadi sektor pendukung prioritas untuk dipertahankan, ditengah semakin masifnya alih fungsi lahan produksi pertanian.",pertanian tetap menjadi sektor pendukung prioritas untuk dipertahankan ditengah semakin masifnya alih fungsi lahan produksi pertanian,8,positive
"@jokowi Usul Pak, agar peraturan tentang alih fungsi lahan pertanian irigasi teknis agar lebih dikontrol.",usul pak agar peraturan tentang alih fungsi lahan pertanian irigasi teknis agar lebih dikontrol,2,positive
@PKSejahtera @Riyono_Nelayan Lebih baik bikin perpres melarang alih fungsi lahan pertanian kalau mau fokus mengenai pangan ga usah pke bahasa keren faad food faad food tapi di lapangan memble,lebih baik bikin perpres melarang alih fungsi lahan pertanian kalau mau fokus mengenai pangan ga usah pke bahasa keren faad food faad food tapi di lapangan memble,-2,negative
"@susipudjiastuti Bisa jadi ntah berpa tahun lagi, alih fungsi lahan pertanian menjadi industri, ntah yg salah siapa, LP2B pun nyatanya punya kelemahan...",bisa jadi ntah berpa tahun lagi alih fungsi lahan pertanian menjadi industri ntah yg salah siapa lpb pun nyatanya punya kelemahan,-1,negative
@amaluddin_s @susipudjiastuti Lahan pertanian bukannya banyak yg alih fungsi?,lahan pertanian bukannya banyak yg alih fungsi,0,neutral
@kementan pak mohon paparanya bisakah alih fungsi lahan hijau pertanian ke non pertanian/ pabrik swasta luas hingga 16 ha Regulasinya bagaimana...,pak mohon paparanya bisakah alih fungsi lahan hijau pertanian ke non pertanian pabrik swasta luas hingga  ha regulasinya bagaimana,7,positive
"Ditambah PP no. 1 tahun 2011 tentang penetapan dan alih fungsi lahan Pertanian pangan berkelanjutan, ya walaupun sudah ditetapkan tidak dapat dialihfungsikan tapi terdapat pengecualian bahwa alih fungsi lahan dapat dilakukan oleh pemda terkait pengadaan tanah untuk kepentingan",ditambah pp no  tahun  tentang penetapan dan alih fungsi lahan pertanian pangan berkelanjutan ya walaupun sudah ditetapkan tidak dapat dialihfungsikan tapi terdapat pengecualian bahwa alih fungsi lahan dapat dilakukan oleh pemda terkait pengadaan tanah untuk kepentingan,18,positive
"@RiyantiAida @sn5_6ara @ucingbulan @Bimo_Saputro_ Apakah ada cara2 tertentu supaya tidak terjadi pembakaran hutan saat membuka lahan sawit? Alih fungsi lahan menjadi lahan sawit? Pertanian sawit yg ramah lingkungan dan berkelanjutan, dan memperhatikan aspek manusia serta lingkungan? Sekalian bagi ilmunya kakak",apakah ada cara tertentu supaya tidak terjadi pembakaran hutan saat membuka lahan sawit alih fungsi lahan menjadi lahan sawit pertanian sawit yg ramah lingkungan dan berkelanjutan dan memperhatikan aspek manusia serta lingkungan sekalian bagi ilmunya kakak,11,positive
"Reforma Agraria atau Pembaruan Agraria melalui revitalisasi pertaniannya, yang dicanangkan SBY, hanya mengakibatkan lahan pertanian berkurang karena adanya alih fungsi lahan pertanian menjadi lahan non pertanian secara besar-besaran.",reforma agraria atau pembaruan agraria melalui revitalisasi pertaniannya yang dicanangkan sby hanya mengakibatkan lahan pertanian berkurang karena adanya alih fungsi lahan pertanian menjadi lahan non pertanian secara besarbesaran,-1,negative
"@jokowi Selamat sore NKRI SEMOGA, Makin meningkatkan: 1.Pencegahan alih-fungsi lahan subur 2.Kemajuan Sektor Pertanian, dari Hulu s.d Hilir/Pemasaran 3.Kesejahteraan para Petani di RI. Memajukan Kesejahteraan Umum. 4.Mperbanyak Korporasi Petani 5.Kemajuan Produk2 Substitusi Impor",selamat sore nkri semoga makin meningkatkan pencegahan alihfungsi lahan subur kemajuan sektor pertanian dari hulu sd hilirpemasaran kesejahteraan para petani di ri memajukan kesejahteraan umum mperbanyak korporasi petani kemajuan produk substitusi impor,14,positive
"alokasi tanah negara dan penyediaan hak-hak atas tanah, perluasan kawasan lindung, demam komoditas budidaya, alih fungsi lahan pertanian, pencegahan akses orang-orang dekat, serta mobilitas klaim pertanahan dalam terma identitas dan keterikatan dengan tempat.",alokasi tanah negara dan penyediaan hakhak atas tanah perluasan kawasan lindung demam komoditas budidaya alih fungsi lahan pertanian pencegahan akses orangorang dekat serta mobilitas klaim pertanahan dalam terma identitas dan keterikatan dengan tempat,14,positive
@kementan @Syahrul_YL @ditjenhorti Programnya bagus.. langkah awal sebaiknya dibuatkan regulasi perlindungan lahan pertanian agar tidak mudah alih fungsi,programnya bagus langkah awal sebaiknya dibuatkan regulasi perlindungan lahan pertanian agar tidak mudah alih fungsi,11,positive
"@PRFMnews kdaerah Bojongsoang salama 10 tahun, asa teu tingal karyana, punten pmi lepat, sreng pmi aya pangnyebatkeun naon wae nu pastimah banjir tetep sreng alih fungsi lahan pertanian janten perumahan elite nupasti efekna resapan cai hujan jadi teu aya.😥",kdaerah bojongsoang salama  tahun asa teu tingal karyana punten pmi lepat sreng pmi aya pangnyebatkeun naon wae nu pastimah banjir tetep sreng alih fungsi lahan pertanian janten perumahan elite nupasti efekna resapan cai hujan jadi teu aya😥,14,positive
"""Saya pernah relokasi permukiman karena didemo masalah pencemaran PLTU batu bara. Demonya kacau, rumah sama fasum dibakar, penduduknya kabur setengah. Pemasukan pajak minus, tapi masih bisa survive krn reboisasi sama alih fungsi lahan pertanian""",saya pernah relokasi permukiman karena didemo masalah pencemaran pltu batu bara demonya kacau rumah sama fasum dibakar penduduknya kabur setengah pemasukan pajak minus tapi masih bisa survive krn reboisasi sama alih fungsi lahan pertanian,-3,negative
@GreenpeaceID Miiinn coba liat data deh soal alih fungsi lahan.. secara presentse perkebunan sawit itu dibangun dengan menggunakan lahan2 bekas HPH dll bekas2 pertanian yg g prospek kemudian ditanami kembali jd sawit jd justru menghijaukan kembali,miiinn coba liat data deh soal alih fungsi lahan secara presentse perkebunan sawit itu dibangun dengan menggunakan lahan bekas hph dll bekas pertanian yg g prospek kemudian ditanami kembali jd sawit jd justru menghijaukan kembali,6,positive
"Ini sebagian besar disebabkan karena alih fungsi lahan menjadi pemukiman, perkebunan, sektor industri, dan pembangunan sarana dan prasarana. Selain itu, eksploitasi air untuk pertanian dan penggunaan pupuk kimia juga turut mempercepat degradasi lahan-lahan basah.",ini sebagian besar disebabkan karena alih fungsi lahan menjadi pemukiman perkebunan sektor industri dan pembangunan sarana dan prasarana selain itu eksploitasi air untuk pertanian dan penggunaan pupuk kimia juga turut mempercepat degradasi lahanlahan basah,7,positive
Harus ada ketegasan dalam pemanfaatan wilayah agar tidak terjadi tumpang tindih lahan dan tidak merugikan sektor-sektor lain. Diperlukan perlindungan khusus terhadap wilayah pertanian agar tidak terjadi alih fungsi lahan.,harus ada ketegasan dalam pemanfaatan wilayah agar tidak terjadi tumpang tindih lahan dan tidak merugikan sektorsektor lain diperlukan perlindungan khusus terhadap wilayah pertanian agar tidak terjadi alih fungsi lahan,2,positive
"@ganjarpranowo Sbg bentuk dukungan sektor pertanian, sebaiknya pemda jateng lbh memperketat ijin alih fungsi lahan pertanian menjadi bandara, pabrik2, perumahan, industri, pertambangan, dll. Menurunnya produksi beras di jateng selain akibat faktor alam jg krn alih fungsi lahan pertanian",sbg bentuk dukungan sektor pertanian sebaiknya pemda jateng lbh memperketat ijin alih fungsi lahan pertanian menjadi bandara pabrik perumahan industri pertambangan dll menurunnya produksi beras di jateng selain akibat faktor alam jg krn alih fungsi lahan pertanian,8,positive
"@PDI_Perjuangan Lahan pertanian akan berkurang di Jawa tapi dgn optimalisasi alih fungsi lahan (yg cocok) utk pertanian di luar Jawa akan cetak berlipat-lipat lahan baru yg dikelola petani lokal setempat (jg dgn penguasaan lahan yg luas). Indonesia akan ttp swasembada pangan, maju pertaniannya.",lahan pertanian akan berkurang di jawa tapi dgn optimalisasi alih fungsi lahan yg cocok utk pertanian di luar jawa akan cetak berlipatlipat lahan baru yg dikelola petani lokal setempat jg dgn penguasaan lahan yg luas indonesia akan ttp swasembada pangan maju pertaniannya,5,positive
"Terjadinya penyempitan dan tumpang tindih lahan pertanian serta alih fungsi lahan tersebut akibat aktivitas penambangan batu bara. Pada sisi lain, regulasi terkait alih fungsi lahan belum bisa diberlakukan secara baik, sehingga perlu perlindungan serius terhadap lahan pertanian.",terjadinya penyempitan dan tumpang tindih lahan pertanian serta alih fungsi lahan tersebut akibat aktivitas penambangan batu bara pada sisi lain regulasi terkait alih fungsi lahan belum bisa diberlakukan secara baik sehingga perlu perlindungan serius terhadap lahan pertanian,3,positive
"Tentu saja stagnan &amp; menurun, disamping lahan pertanian banyak yang alih fungsi menjadi pemukiman dll, tanah pertanian di Jawa sudah jenuh dengan bahan kimia yang dikampanyekan sejak jaman orba.",tentu saja stagnan amp menurun disamping lahan pertanian banyak yang alih fungsi menjadi pemukiman dll tanah pertanian di jawa sudah jenuh dengan bahan kimia yang dikampanyekan sejak jaman orba,2,positive
"@makLambeTurah @smile_guys Jgn jauh2 di Kalimantan, di Jawa Barat aja 20 thn terakhir luas lahan pertanian smakin tergerus olh kebijakan pemerintah daerah yg mengizinkan alih fungsi lahan pertanian jadi perumahan.",jgn jauh di kalimantan di jawa barat aja  thn terakhir luas lahan pertanian smakin tergerus olh kebijakan pemerintah daerah yg mengizinkan alih fungsi lahan pertanian jadi perumahan,8,positive
"@infoSumbar lahan pertanian yg semakin berkurang, hmm alih fungsi lahan..",lahan pertanian yg semakin berkurang hmm alih fungsi lahan,-2,negative
Seperti berkurangnya lahan pertanian seiring dengan makin banyaknya alih fungsi lahan. #LaNyalla,seperti berkurangnya lahan pertanian seiring dengan makin banyaknya alih fungsi lahan,-1,negative
@msaid_didu Yg menyedihkan...skrg lahan pertanian jd properti...dl org tua nenek2 dl...susah bikin sawah....skrg berubah jd kompkek perumahan.alih fungsi lahan kebablasan..,yg menyedihkanskrg lahan pertanian jd propertidl org tua nenek dlsusah bikin sawahskrg berubah jd kompkek perumahanalih fungsi lahan kebablasan,-4,negative
"@Metro_TV Pembangunan pertanian, perlu dilakukan secara holistik dan komprehensif, tidak hanya fokus pada hasil produksi padi, namun juga petani, dan lahannya. Jika lahan terus tergerus dengan masih dibolehkannya alih fungsi utk kepentingan umum, ditambah lagi Proyek Strategis Nasional.",pembangunan pertanian perlu dilakukan secara holistik dan komprehensif tidak hanya fokus pada hasil produksi padi namun juga petani dan lahannya jika lahan terus tergerus dengan masih dibolehkannya alih fungsi utk kepentingan umum ditambah lagi proyek strategis nasional,11,positive
"Kok alih fungsi lahan pertanian jadi infrastruktur transportasi oleh pemerintah selalu dipermasalahkan?. Padahal alih fungsi lahan pertanian yg paling masif adalah alih fungsi sawah ladang jadi perumahan. Di sekitar makassar, sawah ladang berubah jadi perumahan yg dikelola swasta",kok alih fungsi lahan pertanian jadi infrastruktur transportasi oleh pemerintah selalu dipermasalahkan padahal alih fungsi lahan pertanian yg paling masif adalah alih fungsi sawah ladang jadi perumahan di sekitar makassar sawah ladang berubah jadi perumahan yg dikelola swasta,1,positive
"@jumainali @Purwokerto_ID Karena kota fokus di bangun fasilitas dan pelayanan publik, dan dipilih lokasi yg tepat, makan lokasi lain yg aslinya merupakan lahan pertanian/perkebunan sudah seharusnya dipertahankan. Disini berlaku larangan alih fungsi di zona hijau.",karena kota fokus di bangun fasilitas dan pelayanan publik dan dipilih lokasi yg tepat makan lokasi lain yg aslinya merupakan lahan pertanianperkebunan sudah seharusnya dipertahankan disini berlaku larangan alih fungsi di zona hijau,5,positive
