,Unnamed: 0,conversation_id,date,tweet,tweetbersih,translated,sentiment,,,,,,,,,,,,,
161,161,1.3E+018,2020-09-10 13:38:20,Sawah aja digusur masa gerobak nggak,Sawah aja digusur masa gerobak nggak,Don't you evict the rice fields when the carts come?,neutral,,,,,,,,,,,,,
162,162,1.3E+018,2020-09-10 13:27:10,Sawah aja digusur apalagi gerobak daganganmu,Sawah aja digusur apalagi gerobak daganganmu,"Don't evict the rice fields, let alone your merchandise cart",negative,,,,,,,,,,,,,
163,163,1.3E+018,2020-09-10 13:27:07,Sawah aja digusur apalagi cuma gerobak,Sawah aja digusur apalagi cuma gerobak,"Don't evicte the fields, let alone just a cart",negative,,,,,,,,,,,,,
164,164,1.3E+018,2020-09-10 13:20:20,sawah aja digusur  masa gerobakmu enggak,sawah aja digusur  masa gerobakmu enggak,"Don't evicte the rice fields, when is your cart or not?",neutral,,,,,,,,,,,,,
165,165,1.3E+018,2020-09-10 13:14:13,Sawah aja digusur apalagi cuma gerobak milik rakyat kecil,Sawah aja digusur apalagi cuma gerobak milik rakyat kecil,"The rice fields are just evicted, let alone just a cart belonging to the small people",negative,,,,,,,,,,,,,
166,166,1.3E+018,2020-09-09 10:36:52,Tanya aja bung  sama mbak   Boyolali preman bisa jd pejabat  proyek  tak sesuai karakter kota  bnyk tugu  tak berguna  boyolali bkn swiss  paris maupun amerika  yg penting upeti proyek berjalan  rakyat dipakai jd buruh murah  sawah ladang digusur jd pabrik,Tanya aja bung  sama mbak   Boyolali preman bisa jd pejabat  proyek  tak sesuai karakter kota  bnyk tugu  tak berguna  boyolali bkn swiss  paris maupun amerika  yg penting upeti proyek berjalan  rakyat dipakai jd buruh murah  sawah ladang digusur jd pabrik,"Just ask, bro, Boyolali thugs can become project officials that don't match the character of the city, many useless monuments in Boyolali, not Switzerland, Paris or America, the important thing is that the people's ongoing project tribute is used as cheap laborers. The fields have been evicted into factories.",positive,,,,,,,,,,,,,
167,167,1.3E+018,2020-09-06 9:32:46,Ya wajar dong emangnya lu mau merasakan setiap hari ditindas kebijakan aneh  Sawah sawah digusur buat jadi pertambangan kasian petani nyari uang dimana lagi  kalo ngga menyuarakan aspirasinya ke pemerintah,Ya wajar dong emangnya lu mau merasakan setiap hari ditindas kebijakan aneh  Sawah sawah digusur buat jadi pertambangan kasian petani nyari uang dimana lagi  kalo ngga menyuarakan aspirasinya ke pemerintah,"Yes, it's natural, don't you want to feel every day being oppressed by strange policies Rice fields are being evicted to become mining, poor farmers looking for money where else if they don't voice their aspirations to the government",negative,,,,,,,,,,,,,
168,168,1.3E+018,2020-09-05 3:43:05,Berita tak penting melambung tinggi  soal gedung yang terbakar gimana  Urusan tanah dan sawah yang digusur paksa  Hutan adat yang dipapas habis paksa  Petani yang ditembaki  dibunuh  dibui  Kawan aktivis yang hilang  Masalah koruptor yang terbengkalai  Kau kemanakan  Hehe,Berita tak penting melambung tinggi  soal gedung yang terbakar gimana  Urusan tanah dan sawah yang digusur paksa  Hutan adat yang dipapas habis paksa  Petani yang ditembaki  dibunuh  dibui  Kawan aktivis yang hilang  Masalah koruptor yang terbengkalai  Kau kemanakan  Hehe,"Unimportant news soared about the burning building, how about the land and rice fields that were forcibly evicted Customary forests were forcibly cleared Farmers who were shot and killed imprisoned Activist friends who are missing The problem of neglected corruptors Where have you gone Hehe",negative,,,,,,,,,,,,,
169,169,1.3E+018,2020-09-04 20:21:36,alhamdulillah  demokrasi kita dan kapitalismeny saintifik sekali  ladang sawah digusur buat bangun bandara sepi  equality before the law  kesetaraan di hadapan hukum dan pemerintahan  mana ada anak sodara pejabat jdi pejabat juga  mana ada yang yg hukumanny lebih rngan krn sdara,alhamdulillah  demokrasi kita dan kapitalismeny saintifik sekali  ladang sawah digusur buat bangun bandara sepi  equality before the law  kesetaraan di hadapan hukum dan pemerintahan  mana ada anak sodara pejabat jdi pejabat juga  mana ada yang yg hukumanny lebih rngan krn sdara,"Thank God our democracy and capitalism are scientific, rice fields have been evicted to build airports, it's quiet, equality before the law, equality before the law and government, where there are officials' children who become officials, which ones have lighter punishments because you know",positive,,,,,,,,,,,,,
170,170,1.3E+018,2020-09-02 12:46:38,Alas sanding omah lagi dibabat  dalam rangka arep digae sawah  Akeh kejadian mistis  demit e momplak mamplik omah e digusur i  Alhasil alas e dislamet i,Alas sanding omah lagi dibabat  dalam rangka arep digae sawah  Akeh kejadian mistis  demit e momplak mamplik omah e digusur i  Alhasil alas e dislamet i,"Omah's sanding mat was again cut down in the context of arep in the fields of Akeh, a mystical incident that caused the mother to evicte her house, i As a result, the pedestal was slammed i. . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",negative,,,,,,,,,,,,,
171,171,1.3E+018,2020-08-30 13:38:38,Hingga pabrik dtg sawah menghilang  petani dibenci pemimpinnya digusur lahan hidupnya  ada yg dipenjara  amp  ada pula yg hilang hidupnya,Hingga pabrik dtg sawah menghilang  petani dibenci pemimpinnya digusur lahan hidupnya  ada yg dipenjara  amp  ada pula yg hilang hidupnya,"Until the factory came to the rice field disappeared, the farmer hated the leader, his land was evicted, some were imprisoned and some lost their lives",negative,,,,,,,,,,,,,
172,172,1.3E+018,2020-08-29 23:24:51,Mau tanya beneran Apakah petani yg digusur tanah sawah nya mendapatkan ganti rugi dari negara,Mau tanya beneran Apakah petani yg digusur tanah sawah nya mendapatkan ganti rugi dari negara,Really want to ask whether the farmers who were evicted from their paddy fields get compensation from the state,positive,,,,,,,,,,,,,
173,173,1.3E+018,2020-08-28 22:10:00,Apa kompas tv tau berapa banyak sawah  amp  lahan masyarakat yang digusur,Apa kompas tv tau berapa banyak sawah  amp  lahan masyarakat yang digusur,Does Kompas TV know how many rice fields & community lands have been evicted?,neutral,,,,,,,,,,,,,
174,174,1.3E+018,2020-08-27 21:24:54,Tanah subur Rakyat nganggur Sawah ladang digusur,Tanah subur Rakyat nganggur Sawah ladang digusur,"Fertile land, people are unemployed, rice fields are being evicted",positive,,,,,,,,,,,,,
175,175,1.3E+018,2020-08-27 21:23:28,Ini juga kejadian di kampung w Desa Jenggala  Kel  Karangturi  Kec  Mrebet  Kab  Purbalingga  Jawa Tengah  Beberapa petak sawah milik warga digusur gitu aja tanpa ganti rugi untuk dibuat jalan tembusan baru ke arah kota  Shame,Ini juga kejadian di kampung w Desa Jenggala  Kel  Karangturi  Kec  Mrebet  Kab  Purbalingga  Jawa Tengah  Beberapa petak sawah milik warga digusur gitu aja tanpa ganti rugi untuk dibuat jalan tembusan baru ke arah kota  Shame,"This also happened in the village of Jenggala Village, Kel Karangturi, Mrebet District, Purbalingga Regency, Central Java. Several plots of rice fields belonging to residents were evicted without compensation to make a new route to the town of Shame.",negative,,,,,,,,,,,,,
176,176,1.3E+018,2020-08-27 19:54:32,Dikatakan diakhir zaman nanti akan terjadi kelaparan  Pernah mikir sebuah tanah yang subur pun penduduknya juga bisa terkena  bukan karena tanahnya tidak lagi subur tapi dikarenakan karena sawah dan kebun digusur,Dikatakan diakhir zaman nanti akan terjadi kelaparan  Pernah mikir sebuah tanah yang subur pun penduduknya juga bisa terkena  bukan karena tanahnya tidak lagi subur tapi dikarenakan karena sawah dan kebun digusur,"It is said that at the end of the world there will be hunger. Have you ever thought that even a fertile land can be affected, not because the land is no longer fertile, but because the rice fields and gardens are being evicted.",neutral,,,,,,,,,,,,,
177,177,1.3E+018,2020-08-27 10:21:43,daerah setu gan  klo belum digusur ada sawah bertingkat,daerah setu gan  klo belum digusur ada sawah bertingkat,"the setu area, bro, if it hasn't been evicted, there are terraced rice fields",neutral,,,,,,,,,,,,,
178,178,1.3E+018,2020-08-23 23:29:49,Nabung mau beli sawah terus digusur deh  emangnya nabung buat nikah doang wkwowkwowkwowk,Nabung mau beli sawah terus digusur deh  emangnya nabung buat nikah doang wkwowkwowkwowk,"Saving to buy rice fields and then being evicted, do you really save for marriage only wkwowkwowkwowk",positive,,,,,,,,,,,,,
179,179,1.3E+018,2020-08-23 22:34:14,Nek sawah digusur malah percoyo aku,Nek sawah digusur malah percoyo aku,Grandma in the fields was evicted even tricked me,negative,,,,,,,,,,,,,
180,180,1.3E+018,2020-08-19 16:54:03,yg ada sawah digusur untk pabrik dn perumahan sehingga berkurang,yg ada sawah digusur untk pabrik dn perumahan sehingga berkurang,those with rice fields are evicted for factories and housing so that they are reduced,neutral,,,,,,,,,,,,,
181,181,1.3E+018,2020-08-19 14:21:59,dikasih uang ganti sawah yg digusur buat jalan tol,dikasih uang ganti sawah yg digusur buat jalan tol,given money to replace rice fields that were evicted for toll roads,neutral,,,,,,,,,,,,,
182,182,1.3E+018,2020-08-17 13:57:50,Sedih aja  padahal udah bisa dibilang tua  tapi kok masih aja banyak koruptor  hukum yang nggak adil  banyak pengangguran  kemiskinan masih banyak  sawah digusur  dan masih banyak lagi Selamat hari kemerdekaan untuk Republik Indonesia ke     semoga membaik,Sedih aja  padahal udah bisa dibilang tua  tapi kok masih aja banyak koruptor  hukum yang nggak adil  banyak pengangguran  kemiskinan masih banyak  sawah digusur  dan masih banyak lagi Selamat hari kemerdekaan untuk Republik Indonesia ke     semoga membaik,"It's sad even though you can say it's old but how come there are still many corrupt lawmakers who are unfair, lots of unemployment, poverty, still lots of rice fields being evicted and many more Happy independence day to the Republic of Indonesia, hope it gets better",negative,,,,,,,,,,,,,
183,183,1.3E+018,2020-08-17 11:59:59,Hai indonesiaku  Tanah subur rakyat nganggur  Sawah rakyat digusur  Tanam padi tumbuh pabrik  Tanam jagung tumbuh gedung  Tanam modal tumbuh korupsi,Hai indonesiaku  Tanah subur rakyat nganggur  Sawah rakyat digusur  Tanam padi tumbuh pabrik  Tanam jagung tumbuh gedung  Tanam modal tumbuh korupsi,"Hi Indonesiaku, fertile land, people are unemployed, people's fields are evicted, rice plants grow, factories grow, corn plants grow, buildings, investment grows corruption.",negative,,,,,,,,,,,,,
184,184,1.29E+018,2020-08-15 17:39:46,Bukan sok kerad cuman kalo suatu ketika sawah dan rumah digusur buat bikin pabrik uang gantinya ga cukup buat beli tanah  mau nyalahin siapa  Yakin juga UMKM gak tergeser sama raksasa yang bisa monopoli suatu sektor,Bukan sok kerad cuman kalo suatu ketika sawah dan rumah digusur buat bikin pabrik uang gantinya ga cukup buat beli tanah  mau nyalahin siapa  Yakin juga UMKM gak tergeser sama raksasa yang bisa monopoli suatu sektor,"Not pretentious, just that if one day rice fields and houses are evicted to build factories, the money is not enough to buy land, who wants to blame, I'm sure MSMEs will not be displaced by giants who can monopolize a sector",negative,,,,,,,,,,,,,
185,185,1.29E+018,2020-08-14 11:27:15,Semua boleh sakit Asal bukan ibu Kalau ia sakit Dunia Berhenti Makan Gabisa Tidur Gelisah Pejabat Korupsi Sawah digusur Tsunami Gempa Bumi Kamar Ngeres Lantai Lengket Badan Bau Ganteng ilang Surga Juga ilang,Semua boleh sakit Asal bukan ibu Kalau ia sakit Dunia Berhenti Makan Gabisa Tidur Gelisah Pejabat Korupsi Sawah digusur Tsunami Gempa Bumi Kamar Ngeres Lantai Lengket Badan Bau Ganteng ilang Surga Juga ilang,Everyone can get sick As long as they are not mothers If they are sick The world stops eating Can't sleep Restless Officials Corruption Rice fields evicted Tsunami Earthquakes Rooms are dirty Sticky floors Body Smells Handsome is gone Heaven is also gone,negative,,,,,,,,,,,,,
186,186,1.29E+018,2020-08-13 22:48:34,Duh denger org kritik organisasi bisa dijerat ITE jd ngeri mana lg bikin tulisan yang agak ngeritik tik tik bunyi hujan di atas aspal   airnya turun tidak ke sawah cobalah tengok dahan dan ranting  Pohon dan kebun digusur semua,Duh denger org kritik organisasi bisa dijerat ITE jd ngeri mana lg bikin tulisan yang agak ngeritik tik tik bunyi hujan di atas aspal   airnya turun tidak ke sawah cobalah tengok dahan dan ranting  Pohon dan kebun digusur semua,"Oops, I heard that people who criticize organizations can be snared by ITE, so it's scary how else to write writing that is a bit critic, tick tik, the sound of rain on the asphalt, the water doesn't fall into the fields, try to look at the branches and twigs. The trees and gardens are all being demolished. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",negative,,,,,,,,,,,,,
187,187,1.29E+018,2020-08-11 12:42:03,Mas  boleh ngga sih sawah yg msh produktif digusur buat perumahan  Soalnya di tempat sy byk yg msh produktif dipake buat perumahan,Mas  boleh ngga sih sawah yg msh produktif digusur buat perumahan  Soalnya di tempat sy byk yg msh produktif dipake buat perumahan,"Mas, can the productive rice fields be evicted for housing? Because in my place there are many that are still productive, they are used for housing.",neutral,,,,,,,,,,,,,
188,188,1.29E+018,2020-08-10 17:05:29,Indonesia  Tanah subur rakyat nganggur  Tanam padi sawah digusur  Tanam jagung tumbuh gedung  Tanam modal tumbuh korupsi,Indonesia  Tanah subur rakyat nganggur  Tanam padi sawah digusur  Tanam jagung tumbuh gedung  Tanam modal tumbuh korupsi,"Indonesia, fertile land, unemployed people, planting rice, being evicted, planting corn, growing buildings, investing in corruption, growing",neutral,,,,,,,,,,,,,
189,189,1.29E+018,2020-08-10 13:56:03,Petani kalian binasakan Perusahaan kalian kembangkan Petani punah kalian mau makan apa Sawah digusur kalian mau ngambil beras dari mana Lahan petani di ambil alih paksa perusahaan kalian mengapa diam saja  Keadilan taik anjing Untuk apa Pancasila,Petani kalian binasakan Perusahaan kalian kembangkan Petani punah kalian mau makan apa Sawah digusur kalian mau ngambil beras dari mana Lahan petani di ambil alih paksa perusahaan kalian mengapa diam saja  Keadilan taik anjing Untuk apa Pancasila,Your farmers are destroying Your company is developing Farmers are extinct What do you want to eat Rice fields are being evicted Where do you want to get rice from Farmers' lands are being taken over by force by your company Why are you silent Justice is a dog What is Pancasila for?,positive,,,,,,,,,,,,,
190,190,1.29E+018,2020-08-09 18:10:40,Tapi  sawah petani digusur dan dijadiin bandara  ehh     sekarang bilang kebanyakan bandara   tepokjidat,Tapi  sawah petani digusur dan dijadiin bandara  ehh     sekarang bilang kebanyakan bandara   tepokjidat,"But the farmers' fields were evicted and turned into airports, now you say most airports are tepokjidat",neutral,,,,,,,,,,,,,
191,191,1.29E+018,2020-08-08 23:32:57,Haha apa lau kate  Kelaparan berkurang  Menurut gue justru sekarang dan hari depan kelaparan makin parah  Terbukti jelas dengan sawah yang terus digusur untuk dijadikan pertambangan dll  Kalo sawah digusur kite mau makan ape  Makan semen  Makan besi,Haha apa lau kate  Kelaparan berkurang  Menurut gue justru sekarang dan hari depan kelaparan makin parah  Terbukti jelas dengan sawah yang terus digusur untuk dijadikan pertambangan dll  Kalo sawah digusur kite mau makan ape  Makan semen  Makan besi,"Haha, what if the hunger is reduced, I think it is now and in the future that hunger will be worse It is clear that the rice fields are being evicted to be used as mining, etc.",negative,,,,,,,,,,,,,
